[HC2000],sepHC_Kim,ra_1,dec_1,ID_Kim,ra_2,dec_2,mualpha,mualpha_err,mudelta,mudelta_err,Nepochs,dT,mag139,flag,RAJ2000_1,DECJ2000,RAJ2000_2,DEJ2000,l_Kmag,Kmag,l_Hmag,Hmag,e_Kmag,e_Hmag,OptID,AltID,sepHC_daRio,ra,dec,ID_daRio,RAh,RAm,RAs,DE-,DEd,DEm,DEs,logT,Temp(daRio),e_logT,logL,e_logL,AV,e_AV,f_BMass,BMass,e_BMass,l_logBA,logBA,e_logBA,DMass,e_DMass,logDA,e_logDA,Temp_daRio,Temp_us,eTemp_us,eTemp_us_STD,RV_us,RVe_us,RVe_us_STD,vsini_us,vsinie_us,vsinie_us_STD,sepHC_APOGEE,veiling_O32,veiling_O33,2MASS,ra_apogee,dec_apogee,RV_apogee,RVe_apogee,Temp_apogee,eTemp_apogee,raT,decT,RV_tobin,RVe_tobin,ID

620,0.05061423848,83.81931969,-5.35858696,309,83.81931969,-5.35858696,0.17,0.15,-0.18,0.03,5,20.1,14.66,,83.81931895,-5.358586185,05 35 16.64,-05 21 30.9,,12.52,,13.44,0.004,0.01,9149,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

621,0.1584118923,83.79070852,-5.3578763,58,83.79070852,-5.3578763,-1.15,0.21,-2.57,0.29,3,16.4,11.15,,83.79071349,-5.357865234,05 35 09.78,-05 21 28.3,,9.54,,10.519,0.004,0.008,336,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.2246144305,,,2M05350976-0521282,83.79068756,-5.357855797,26.8462,0.533975,4375.89,26.7816,-9999,-9999,-9999,-9999,-9999

622,0.02392136082,83.83683657,-5.3583553,563,83.83683657,-5.3583553,0.29,0.23,-0.24,0.17,2,10.5,11.94,,83.83683532,-5.358354267,05 35 20.84,-05 21 30.1,,10.995,,11.736,0.004,0.009,663,,0.149344514,83.83679167,-5.358361111,925,5,35,20.83,-,5,21,30.1,3.508,,0.001,-0.408,0.018,1.688,0.086,~,0.232,,<,6,,0.162,0.002,5.157,0.03,3221.068791,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,83.8368125,-5.358358333,26.9,1,0535208-052130

623,0.1000769316,83.82072284,-5.35816022,308,83.82072284,-5.35816022,-0.62,0.35,0.67,0.17,5,20.1,14.89,,83.82072552,-5.358163105,05 35 16.98,-05 21 29.4,,13.241,,13.871,0.01,0.012,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

624,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 15.30,-05 21 28.8,,12.709,,15.062,0.006,0.013,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

625,0.14172897,83.78221628,-5.35754834,628,83.78221628,-5.35754834,0.51,0.13,0.72,0.04,2,11,15.16,,83.78221407,-5.35755144,05 35 07.74,-05 21 27.1,,13.566,,14.518,0.004,0.012,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

626,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 24.49,-05 21 30.0,,14.831,,16.477,0.01,0.018,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

627,0.05820171243,83.79040127,-5.35691153,520,83.79040127,-5.35691153,0.53,0.05,1.2,0.1,2,10.5,12.57,,83.79039898,-5.356916697,05 35 09.70,-05 21 24.9,,11.675,,12.305,0.007,0.011,332,,0.4480346014,83.79029167,-5.356916667,1003,5,35,9.67,-,5,21,24.9,3.527,,0.001,-0.65,0.009,0.717,0.04,,0.349,0.004,,6.29,0.01,0.224,0.002,6.039,0.01,3365.115694,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

628,0.1117277206,83.84724199,-5.35705334,556,83.84724199,-5.35705334,1.51,0.23,-0.34,0.22,2,10.5,12.28,,83.84723546,-5.357051876,05 35 23.34,-05 21 25.5,,10.364,,11.564,0.003,0.006,732,,0.3149849405,83.84716667,-5.357055556,917,5,35,23.32,-,5,21,25.4,3.597,,0.01,-0.532,0.046,4.296,0.216,,0.916,0.051,,7.14,0.048,0.645,0.044,6.638,0.029,3953.666201,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

629,0.08057619721,83.80822753,-5.35647154,117,83.80822753,-5.35647154,1.21,0.49,-0.58,0.23,4,16.4,12.22,,83.80822241,-5.356469098,05 35 13.98,-05 21 23.3,,9.63,,10.932,0.002,0.007,9053,,0.2986899515,83.80816667,-5.356472222,973,5,35,13.96,-,5,21,23.3,3.542,,0.008,-0.017,0.107,7.957,0.49,~,0.564,,<,6,,0.216,0.016,4.857,0.176,3483.37315,,,,,,,,,,0.1090951593,,,2M05351397-0521233,83.80821991,-5.356476784,24.2887,0.87384,4018.96,44.6564,-9999,-9999,-9999,-9999,-9999

630,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 09.90,-05 21 22.5,,13.878,,15.313,0.008,0.032,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

631,0.07394706904,83.82110463,-5.35658659,172,83.82110463,-5.35658659,0.51,0.17,-0.36,0.14,5,19.5,13.48,,83.82110242,-5.35658504,05 35 17.07,-05 21 23.7,,12.422,,12.896,0.005,0.008,9163,,0.4233387141,83.82104167,-5.3565,955,5,35,17.05,-,5,21,23.4,3.496,,0.002,-0.923,0.016,1.662,0.084,,0.182,0.008,,6.175,0.022,0.162,0.003,6.165,0.013,3133.285724,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

632,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 20.59,-05 21 22.9,,14.504,,15.71,0.022,0.021,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

633,0.06045232926,83.80673316,-5.35586018,345,83.80673316,-5.35586018,0.08,0.12,-0.48,0.32,3,9,14.1,,83.80673281,-5.355858113,05 35 13.62,-05 21 21.1,,13.048,,13.671,0.004,0.008,9048/9049,,0.314985507,83.80666667,-5.355833333,969,5,35,13.6,-,5,21,21,3.515,,0.002,-1.236,0.017,0.307,0.082,,0.23,0.011,,6.785,0.037,0.22,0.005,6.717,0.027,3273.406949,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

634,0.1461324394,83.78508423,-5.35550016,361,83.78508423,-5.35550016,-1.53,0.17,-0.51,0.05,3,17,14.76,,83.78509085,-5.355497964,05 35 08.43,-05 21 19.8,,12.785,,13.69,0.004,0.008,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

635,0.1027573232,83.81597276,-5.35587999,375,83.81597276,-5.35587999,1.57,0.31,-0.25,0.04,3,16.9,14.82,,83.81596597,-5.355878914,05 35 15.84,-05 21 21.2,,12.755,,13.926,0.007,0.01,9114,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

636,0.0634635314,83.77693363,-5.35521717,155,83.77693363,-5.35521717,0.64,0.04,0.25,0.59,3,16.4,13.51,,83.77693086,-5.355218246,05 35 06.46,-05 21 18.8,,12.433,,12.968,0.003,0.007,288,,0.1493452812,83.77695833,-5.355222222,1008,5,35,6.47,-,5,21,18.8,3.488,,0.001,-0.98,0.012,0.605,0.064,,0.147,0.006,,6.135,0.022,0.152,0.001,6.192,0.009,3076.096815,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

637,0.1232796218,83.83684515,-5.35595521,34,83.83684515,-5.35595521,0.7,2.17,0.83,0.91,3,16.3,12.95,,83.83684212,-5.355958784,05 35 20.85,-05 21 21.5,,10.976,,12.163,0.004,0.012,662,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

638,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 26.07,-05 21 21.1,,9.277,,10.214,0.002,0.008,791,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

639,0.02311467685,83.78311883,-5.35477591,568,83.78311883,-5.35477591,0.07,0.05,1,0.17,2,10.4,13.23,,83.78311853,-5.354780162,05 35 07.95,-05 21 17.2,,12.133,,12.907,0.004,0.008,309,,0.1493453898,83.78308333,-5.354777778,1009,5,35,7.94,-,5,21,17.2,3.53,,0.001,-0.947,0.012,0.27,0.054,,0.336,0.005,,6.69,0.015,0.249,0.002,6.448,0.016,3388.441561,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,83.78312083,-5.354791667,24.4,0.7,0535079-052117

640,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 17.36,-05 21 17.9,,14.978,,16.648,0.037,0.112,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

641,0.1298893266,83.84952756,-5.35516121,304,83.84952756,-5.35516121,0.13,0.06,1.45,0.33,3,11,13.82,,83.849527,-5.355167453,05 35 23.89,-05 21 18.7,,11.394,,12.821,0.003,0.009,9312,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

642,0.1336682737,83.85939847,-5.35521759,320,83.85939847,-5.35521759,-0.65,0.06,-0.63,0.33,4,16.9,15.13,,83.85940128,-5.355214877,05 35 26.26,-05 21 18.9,,12.857,,14.098,0.006,0.017,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

643,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.32,-05 21 15.6,,12.142,,14.14,0.004,0.012,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

644,0.09468210933,83.81910424,-5.35431707,130,83.81910424,-5.35431707,-0.67,0.1,-2.16,0.5,6,20.1,14.29,,83.81910696,-5.354308329,05 35 16.59,-05 21 15.6,,12.976,,13.787,0.007,0.01,9148,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

645,0.1151842601,83.8485992,-5.35453648,305,83.8485992,-5.35453648,-0.36,0.37,-1.45,0.31,3,11,15.42,,83.84860071,-5.354530406,05 35 23.67,-05 21 16.4,,12.869,,14.33,0.004,0.013,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

646,0.1218893916,83.8141751,-5.35388171,193,83.8141751,-5.35388171,-0.15,0.18,-1.78,0.35,3,16.4,11.82,,83.81417572,-5.35387434,05 35 15.41,-05 21 14.0,,9.919,,11.045,0.003,0.007,473,,0.149345607,83.81416667,-5.353888889,979,5,35,15.4,-,5,21,14,3.542,,0.01,-0.579,0.053,1.551,0.287,,0.46,0.086,,6.44,0.09,0.284,0.046,6.071,0.021,3483.37315,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

647,0.08892318554,83.79300736,-5.3536153,519,83.79300736,-5.3536153,1.14,0.07,-0.36,0.12,2,10.5,11.43,,83.79300243,-5.35361375,05 35 10.32,-05 21 13.1,,9.978,,10.697,0.004,0.007,343,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.07129316238,,,2M05351031-0521130,83.79299927,-5.353619099,26.917,0.384137,4161.03,31.1347,83.79295833,-5.353611111,24.2,2.8,0535103-052113

648,0.1085350576,83.80460446,-5.35370007,159,83.80460446,-5.35370007,-0.16,0.58,0.15,0.01,3,16.4,13.43,,83.80460515,-5.353700716,05 35 13.11,-05 21 13.4,,12.207,,12.78,0.006,0.006,9032,,0.2986912954,83.80454167,-5.353722222,980,5,35,13.09,-,5,21,13.4,3.482,,0.001,-0.898,0.016,1.04,0.095,~,0.116,,<,6,,0.141,0.001,6.11,0.019,3033.891184,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

649,0.116312088,83.83685111,-5.35378369,307,83.83685111,-5.35378369,-0.36,0.12,0.71,0.11,3,11,15.89,,83.83685267,-5.353786747,05 35 20.85,-05 21 13.7,,14.092,,15.674,0.017,0.072,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

650,0.02391457882,83.81745911,-5.35302118,132,83.81745911,-5.35302118,-0.28,0.23,-1.19,0.25,4,16.4,13.4,,83.8174603,-5.35301615,05 35 16.19,-05 21 10.9,,11.823,,12.848,0.017,0.045,506,,0,83.81745833,-5.353027778,965,5,35,16.19,-,5,21,10.9,3.465,,0.008,-0.965,0.197,1.122,1.149,~,0.068,,<,6,,0.12,0.012,5.797,0.355,2917.427014,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

651,0.137721603,83.81667361,-5.35273362,134,83.81667361,-5.35273362,0.19,0.44,-0.33,0.47,4,16.4,10.26,,83.81667279,-5.352732202,05 35 16.01,-05 21 09.9,,9.239,,10.063,0.003,0.007,497,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

652,0.1848126926,83.81782713,-5.35253648,128,83.81782713,-5.35253648,-0.91,0.04,-0.53,0.16,3,16.3,11.89,,83.81783107,-5.352534198,05 35 16.29,-05 21 09.2,,10.381,,11.285,0.004,0.009,9135,,0.4590619538,83.81775,-5.352527778,963,5,35,16.26,-,5,21,9.1,3.491,,0.003,-0.304,0.039,3.123,0.185,~,0.142,,<,6,,0.133,0.004,4.742,0.074,3097.419299,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

653,0.1290956088,83.80597828,-5.35202695,377,83.80597828,-5.35202695,0.88,0.05,-0.94,0.07,4,20.1,13.17,,83.80597447,-5.352022903,05 35 13.44,-05 21 07.4,,11.09,,12.13,0.002,0.006,9043,,0.31498727,83.80591667,-5.352027778,975,5,35,13.42,-,5,21,7.3,3.537,,0.008,-0.485,0.085,6.672,0.399,,0.444,0.066,,6.25,0.077,0.25,0.027,5.933,0.078,3443.499308,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

654,0.1561787819,83.832624,-5.35221342,107,83.832624,-5.35221342,-0.33,0.04,0.64,0.41,3,11,14.46,,83.83262543,-5.352216176,05 35 19.84,-05 21 08.0,,13.183,,14.05,0.01,0.034,623,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

655,0.1529889749,83.82899971,-5.35215886,540,83.82899971,-5.35215886,-1.37,0.32,0,0.1,2,10.5,11.35,,83.82900563,-5.35215886,05 35 18.97,-05 21 07.8,,10.172,,11.008,0.003,0.01,606,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

656,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.51,-05 21 06.4,,15.09,,19.355,0.025,0.426,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

657,0.1015823229,83.811305,-5.35175065,319,83.811305,-5.35175065,-0.58,0.02,-0.82,0.05,5,20.1,12.89,,83.81130751,-5.351747119,05 35 14.72,-05 21 06.3,,10.109,,11.424,0.002,0.006,9071,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

658,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 17.51,-05 21 06.2,,13.188,,15.779,0.01,0.034,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

659,0.05834316101,83.80356924,-5.35138078,316,83.80356924,-5.35138078,-1.26,0.05,-1.36,0.17,5,20.1,15.07,,83.80357469,-5.351374924,05 35 12.86,-05 21 05.0,,12.607,,13.972,0.012,0.009,9024,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

660,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 20.06,-05 21 06.0,,,,9.896,0.004,0.012,631,,0.2986922993,83.8335,-5.351666667,924,5,35,20.04,-,5,21,6,3.609,,0.01,0.209,0.058,2.114,0.271,,1.235,0.092,,6.185,0.015,0.405,0.037,5.504,0.02,4064.433292,,,,,,,,,,0.1898068474,,,2M05352004-0521059,83.83353424,-5.3516469,37.0242,0.82661,4407.67,23.163,83.8335,-5.351638889,20.3,1.3,0535200-052105

661,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 17.22,-05 21 05.4,,14.367,,16.322,0.023,0.066,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

662,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 23.93,-05 21 06.4,,13.15,,15.029,0.006,0.023,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

663,0.05742950297,83.83981735,-5.35155667,570,83.83981735,-5.35155667,-1.22,0.27,-2.57,0.2,2,10.5,12.95,,83.83982263,-5.351545604,05 35 21.56,-05 21 05.6,,10.833,,12.61,0.003,0.015,684,,0.1797339187,83.83979167,-5.351527778,928,5,35,21.55,-,5,21,5.5,3.542,,0.002,-0.53,0.03,3.758,0.13,,0.464,0.019,,6.365,0.029,0.276,0.009,6.008,0.03,3483.37315,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

664,0.2367273965,83.79952032,-5.35096414,38,83.79952032,-5.35096414,-0.25,0.15,0.33,0.52,4,19.5,12.21,,83.7995214,-5.350965558,05 35 11.90,-05 21 03.4,,9.209,,10.792,0.003,0.007,3058,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.1970093309,,,2M05351188-0521032,83.79953766,-5.350914001,27.645,0.491157,4311.01,37.8222,-9999,-9999,-9999,-9999,-9999

665,0.07901835332,83.83127248,-5.35126081,513,83.83127248,-5.35126081,-0.24,0.25,1.8,0.15,2,10.4,13.13,,83.83127352,-5.35126856,05 35 19.51,-05 21 04.5,,11.971,,12.867,0.004,0.01,616,,0.1493462514,83.83125,-5.35125,942,5,35,19.5,-,5,21,4.5,3.494,,0.001,-0.773,0.012,2.097,0.054,,0.151,0.003,,6,0.001,0.154,0.002,6.001,0.039,3118.889584,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

666,0.1419672305,83.79701424,-5.35083266,267,83.79701424,-5.35083266,-0.18,0.25,-0.6,0.38,5,20.1,14.49,,83.79701501,-5.350830089,05 35 11.29,-05 21 03.1,,12.259,,13.365,0.004,0.009,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

667,0.03568281406,83.78224023,-5.35041857,629,83.78224023,-5.35041857,-0.56,0.16,-1.3,0.13,2,11,13.73,,83.78224265,-5.350412973,05 35 07.74,-05 21 01.5,,10.586,,12.136,0.003,0.007,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

668,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 24.63,-05 21 04.4,,11.053,,13.655,0.002,0.012,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

669,0.0694907185,83.84732786,-5.35100926,636,83.84732786,-5.35100926,-0.25,0.12,-1.42,0.41,2,11,17.41,,83.84732891,-5.351003301,05 35 23.36,-05 21 03.7,,16.026,,17.272,0.051,0.092,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

670,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 07.84,-05 21 00.4,,13.468,,14.664,0.006,0.008,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

671,0.12527807,83.79246926,-5.35009455,78,83.79246926,-5.35009455,-0.02,0.21,0.35,0.2,3,16.4,14.37,,83.79246935,-5.350096055,05 35 10.20,-05 21 00.4,,13.362,,13.777,0.005,0.006,3056,,0.3149881704,83.79241667,-5.350083333,1002,5,35,10.18,-,5,21,0.3,3.482,,0.003,-1.23,0.037,1.142,0.212,,0.12,0.011,,6.315,0.021,0.147,0.004,6.416,0.031,3033.891184,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

672,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.86,-05 21 00.3,,9.881,,12.903,0.004,0.009,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

673,0.04877356177,83.81232568,-5.35021102,376,83.81232568,-5.35021102,0.1,0.16,-2.28,0.24,4,20.1,15.25,,83.81232525,-5.350201203,05 35 14.96,-05 21 00.8,,12.849,,14.069,0.006,0.012,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

674,0.1523651325,83.7895041,-5.34964686,156,83.7895041,-5.34964686,0.72,1.16,0.33,0.27,3,16.4,13.76,,83.78950099,-5.349648281,05 35 09.49,-05 20 58.8,,12.695,,13.079,0.004,0.006,331,,0.459064019,83.78941667,-5.349638889,1005,5,35,9.46,-,5,20,58.7,3.472,,0.002,-1.059,0.043,0.727,0.255,~,0.088,,<,6,,0.13,0.003,6.226,0.031,2964.83139,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

675,0.174694101,83.82058862,-5.34993993,522,83.82058862,-5.34993993,-0.56,0.08,-0.11,0.13,2,10.5,12.89,,83.82059104,-5.349939456,05 35 16.95,-05 20 59.9,,11.569,,12.574,0.005,0.012,3055,,0.2496084895,83.82058333,-5.349916667,957,5,35,16.94,-,5,20,59.7,3.484,,0.005,-0.809,0.059,1.091,0.354,~,0.119,,<,6,,0.14,0.005,5.801,0.185,3047.89499,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

676,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 17.98,-05 20 59.6,,14.397,,17.796,0.015,0.182,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

677,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 23.44,-05 21 00.0,,12.719,,14.558,0.005,0.02,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

678,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 20.23,-05 20 57.0,,,,,0.02,0.014,640,,0.1797344033,83.83425,-5.349138889,943,5,35,20.22,-,5,20,56.9,3.78,,0.01,1.348,0.02,3.835,0.044,,,,,,,2.463,0.078,6.451,0.054,6025.595861,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

