HC2000,m_HC2000,theta_orionis,APOGEE,RAJ2000,DEJ2000,_RAJ2000,_DEJ2000,obs_date,itime,sci_frames,tel_frames,teff,e_teff,teff_nirspao,e_teff_nirspao,vsini_nirspao,e_vsini_nirspao,rv_nirspao,rv_helio,e_rv_nirspao,airmass,e_airmass,pwv,e_pwv,veiling,e_veiling,veiling_param_O32,veiling_param_O33_nirspao,veiling_param_O35,lsf,e_lsf,noise,e_noise,model_dip_O32,model_std_O32,model_dip_O33,model_std_O33,model_dip_O35,model_std_O35,wave_offset_O32,e_wave_offset_O32,wave_offset_O33,e_wave_offset_O33,wave_offset_O35,e_wave_offset_O35,snr_O32,snr_O33,snr_O35,Kmag,e_Kmag,Hmag,e_Hmag,mass_literature,e_mass_literature,teff_chris,e_teff_chris,rv_chris,e_rv_chris,vsini_chris,e_vsini_chris,veiling_param_O33_chris,rv_apogee,e_rv_apogee,teff_apogee,e_teff_apogee,vsini_apogee,e_vsini_apogee,veiling_param_apogee,Hmag_apogee,e_Hmag_apogee,2MASS,Gaia DR2,teff_kounkel,e_teff_kounkel,logg_kounkel,e_logg_kounkel,rv_kounkel,e_rv_kounkel,ID_kim,pmRA_kim,e_pmRA_kim,pmDE_kim,e_pmDE_kim,Gaia DR3,plx,e_plx,plx_over_e,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,Gmag,e_Gmag,bp_rp,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_excess_noise,ruwe,ID_hillenbrand,mass_Hillenbrand,rv_tobin,e_rv_tobin,mass_BHAC15,e_mass_BHAC15,logL_BHAC15,e_logL_BHAC15,logg_BHAC15,e_logg_BHAC15,Mk_BHAC15,e_Mk_BHAC15,mk_BHAC15,e_mk_BHAC15,mass_MIST,e_mass_MIST,logg_MIST,e_logg_MIST,logL_MIST,e_logL_MIST,mass_Feiden,e_mass_Feiden,logg_Feiden,e_logg_Feiden,logL_Feiden,e_logL_Feiden,mass_Palla,e_mass_Palla,logL_Palla,e_logL_Palla,mass_DAntona,e_mass_DAntona,logL_DAntona,e_logL_DAntona,pmRA,e_pmRA,pmDE,e_pmDE,rv,e_rv,dist,e_dist,vRA,e_vRA,vDE,e_vDE,vt,e_vt,v,e_v,sep_to_trapezium
,,,2M05352004-0521059,83.833500,-5.351639,,,,nan,,,4437.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.710000,0.029000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.13,0.21,4437.0,7.0,48.9,0.42,0.27,9.403,0.035,2M05352004-0521059,3017365850036801024,4407.67,23.163,4.01302,0.0694021,37.0242,0.82661,,nan,nan,nan,nan,3017365850036800896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,631,0.3799999952316284,20.299999237060547,1.2999999523162842,1.10658,0.03015,0.14395,0.15593,3.88000,0.15801,2.13342,0.38499,10.08317,0.38511,1.02761,0.05638,3.89460,0.16340,0.09835,0.14651,0.96992,0.05896,3.88761,0.17359,0.07880,0.15396,1.27706,0.06444,1.76374,0.68295,0.8431,0.0729,-0.05019,0.12672,nan,nan,nan,nan,37.13,0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03949623321696001
,,,2M05352004-0525375,83.833500,-5.427083,,,,nan,,,4135.0,33.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.118000,0.026000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.74,0.66,4135.0,33.0,11.75,0.79,0.56,10.642,0.033,2M05352004-0525375,3017360902234822144,4171.46,18.6521,4.3902,0.0634576,26.7125,0.245601,,nan,nan,nan,nan,3017360902234822016,2.4918,0.0529,47.087505,-0.122,0.046,-0.453,0.040,14.570752,0.010405,0.9395322799682617,379.0,-2.1962721,0.29188862442970276,0.919807,636,0.28999999165534973,nan,nan,0.78500,0.06090,-0.10350,0.16790,3.85700,0.16504,2.54550,0.40175,10.49525,0.40187,0.78285,0.07823,3.86220,0.16811,-0.11008,0.15647,0.73800,0.07912,3.85245,0.18302,-0.12717,0.16761,0.86826,0.04504,1.04856,0.46692,0.65681,0.08167,-0.25341,0.137,-0.12,0.05,-0.45,0.04,26.74,0.66,401.32,8.52,-0.22,0.08,-0.84,0.07,0.87,0.07,26.75,0.66,0.04221449623428658
,,,2M05352016-0526390,83.834000,-5.444167,,,,nan,,,4422.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.193000,0.019000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.18,1.03,4422.0,8.0,53.5,1.09,0.15,9.444,0.032,2M05352016-0526390,3017360313812222976,4429.95,17.3942,4.17271,0.0568474,28.143,0.628802,,nan,nan,nan,nan,3017360313812222720,2.5822,0.0227,113.80133,-0.034,0.022,1.813,0.018,12.594700,0.003026,1.6681108474731445,395.0,-0.2635911,0.14628706872463226,0.9897106,641,2.240000009536743,nan,nan,1.08780,0.03194,0.13146,0.15617,3.87878,0.15819,2.15341,0.38487,10.10316,0.38499,1.01379,0.05812,3.89325,0.16362,0.08794,0.14657,0.95641,0.06058,3.88602,0.17400,0.06843,0.15422,1.25079,0.06009,1.71133,0.67750,0.83264,0.07364,-0.06034,0.12712,-0.03,0.02,1.81,0.02,29.18,1.03,387.27,3.40,-0.06,0.04,3.34,0.04,3.34,0.04,29.37,1.02,0.05855679829809695
,,,2M05352017-0523085,83.834042,-5.385694,,,,nan,,,3867.8,12.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.455000,0.018000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.24,1.64,3867.8,12.47,40.21,1.46,0.95,11.154,0.029,2M05352017-0523085,,3779.31,92.801,4.09704,0.246255,3.88263,nan,441,-2.14,0.69,-0.87,0.29,3017364097682700672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3075,nan,nan,nan,0.57329,0.03729,-0.32206,0.15369,3.82199,0.16897,2.94610,0.38923,10.89585,0.38935,0.59445,0.04756,3.82343,0.16721,-0.30685,0.14535,0.56368,0.05319,3.80619,0.19468,-0.31400,0.16389,0.60537,0.02109,0.61202,0.25233,0.52328,0.05894,-0.43855,0.1219,-2.14,0.69,-0.87,0.29,29.24,1.64,nan,nan,-3.95,1.27,-1.60,0.53,4.26,1.20,29.55,1.63,0.016367495925583554
,,,2M05352054-0524208,83.835583,-5.405778,,,,nan,,,3572.3,50.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.105000,0.033000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.47,0.21,3572.29,50.85,7.87,1.48,1.64,11.756,0.06,2M05352054-0524208,3017361108393219072,3579.5,259.849,4.93978,0.771944,4.78334,nan,104,-0.58,0.20,-0.92,0.05,3017361108393218816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,652,nan,nan,nan,0.38106,0.04113,-0.58219,0.20640,3.76242,0.18915,3.47197,0.53078,11.42171,0.53087,0.40287,0.04250,3.76268,0.18764,-0.55314,0.20610,0.39666,0.05380,3.72942,0.26769,-0.52797,0.23193,0.36454,0.03895,0.26631,0.16527,nan,nan,nan,nan,-0.58,0.20,-0.92,0.05,27.47,0.21,nan,nan,-1.07,0.37,-1.70,0.09,2.01,0.21,27.54,0.21,0.025203706115895994
,,,2M05352056-0520431,83.835667,-5.345306,,,,nan,,,3498.7,252.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.770000,0.033000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.39,1.53,3498.69,252.68,17.07,1.19,0.55,11.331,0.029,2M05352056-0520431,3017365884396341760,3216.04,18.3539,2.95432,0.0601314,29.2727,0.584352,192,-0.29,0.05,0.28,0.82,3017365884399265280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,651,nan,nan,nan,0.33971,0.15248,-0.65249,0.41005,3.74589,0.26178,3.62909,0.97850,11.57884,0.97855,0.35891,0.16237,3.74593,0.25314,-0.62255,0.42576,0.35780,0.15445,3.70019,0.33044,-0.57966,0.40475,0.31006,0.17689,0.21456,0.34003,nan,nan,nan,nan,-0.29,0.05,0.28,0.82,29.39,1.53,nan,nan,-0.53,0.09,0.52,1.51,0.74,1.05,29.40,1.53,0.04616859267154518
,,,2M05352067-0523531,83.836125,-5.398083,,,,nan,,,2978.4,7.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.588000,0.041000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.7,0.2,2978.36,7.07,10.68,1.18,0.3,11.041,0.059,2M05352067-0523531,3017361104086334976,3109.66,79.7064,4.29306,0.435439,1.63507,nan,72,0.09,0.12,0.31,0.05,3017361104086334976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,659,nan,nan,nan,0.10265,0.01352,-1.24675,0.19540,3.54265,0.15056,5.01085,0.49465,12.96060,0.49475,0.10052,0.00282,3.59858,0.16258,-1.30806,0.17158,nan,nan,nan,0.01633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09,0.12,0.31,0.05,25.70,0.20,nan,nan,0.17,0.22,0.57,0.09,0.60,0.11,25.71,0.20,0.020942414419702685
,,,2M05352076-0521550,83.836500,-5.365278,,,,nan,,,4288.0,14.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.667000,0.061000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.24,1.53,4288.0,14.0,10.22,0.71,0.58,10.388,0.075,2M05352076-0521550,3017365643870379008,4284.26,50.7194,4.47636,0.158343,25.1335,0.591469,,nan,nan,nan,nan,3017365643870379008,2.4663,0.0481,51.249027,-0.985,0.043,0.034,0.034,14.943062,0.004982,1.154749870300293,387.0,-6.634178,0.26293861865997314,0.76876783,661,0.44999998807907104,24.100000381469727,1.399999976158142,0.93187,0.04388,0.02231,0.15768,3.87000,0.16357,2.33857,0.38542,10.28832,0.38554,0.90111,0.06695,3.88034,0.16518,-0.00376,0.14608,0.84759,0.06754,3.87094,0.17641,-0.02243,0.15455,1.05811,0.04322,1.36169,0.58094,0.74489,0.07367,-0.15097,0.12849,-0.99,0.04,0.03,0.03,25.24,1.53,405.47,7.91,-1.82,0.08,0.06,0.06,1.82,0.08,25.31,1.53,0.02932128982677346
,,,2M05352082-0521216,83.836750,-5.356000,,,,nan,,,4020.8,16.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.616000,0.049000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.46,0.26,4020.81,16.31,35.5,1.37,1.42,11.484,0.062,2M05352082-0521216,3017365643877590016,4019.79,89.4541,4.18319,0.362359,6.97789,nan,34,0.70,2.17,0.83,0.91,3017365643880749824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,662,0.8299999833106995,nan,nan,0.69040,0.04591,-0.19056,0.15406,3.83904,0.16459,2.70920,0.37890,10.65894,0.37902,0.70176,0.06099,3.84699,0.16641,-0.19080,0.14463,0.65952,0.06129,3.83477,0.18548,-0.20695,0.15905,0.74705,0.01723,0.85004,0.32585,0.59694,0.07227,-0.32953,0.12153,0.70,2.17,0.83,0.91,32.46,0.26,nan,nan,1.29,4.00,1.53,1.68,2.00,2.88,32.52,0.31,0.03707744748213084
,,,2M05352103-0522250,83.837625,-5.373611,,,,nan,,,3725.5,8.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.099000,0.075000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.16,0.18,3725.53,8.1,16.62,0.72,0.83,11.939,0.075,2M05352103-0522250,3017364093383574528,3632.41,1177.18,4.09512,3.78714,3.16048,nan,86,-1.02,0.09,1.41,0.72,3017364093383574784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9275,nan,nan,nan,0.47613,0.02613,-0.44341,0.15789,3.79284,0.17036,3.17160,0.40621,11.12135,0.40633,0.49866,0.02952,3.79675,0.17046,-0.42147,0.15332,0.47590,0.04085,3.77304,0.20858,-0.41951,0.17715,0.48712,0.01128,0.43199,0.18360,0.45022,0.03815,-0.54667,0.13073,-1.02,0.09,1.41,0.72,27.16,0.18,nan,nan,-1.88,0.17,2.60,1.33,3.21,1.08,27.35,0.22,0.024400758413832577
,,,2M05352115-0525569,83.838125,-5.432472,,,,nan,,,4107.0,7.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.922000,0.018000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.19,0.23,4107.03,7.56,29.68,0.54,0.45,10.752,0.03,2M05352115-0525569,3017360696076379136,4039.15,27.6803,4.00167,0.111915,21.4646,0.849152,612,1.04,0.26,-0.11,0.16,3017360696076379392,2.4113,0.0566,42.611732,1.250,0.053,-0.110,0.045,15.240255,0.016321,1.254023551940918,401.0,-0.011548566,0.3597308397293091,0.9987455,674,0.49000000953674316,nan,nan,0.76169,0.03837,-0.12448,0.14786,3.85234,0.16289,2.58512,0.36838,10.53487,0.36850,0.76272,0.05882,3.85862,0.16489,-0.12957,0.13831,0.71791,0.05991,3.84828,0.18047,-0.14677,0.15057,0.83477,0.01378,0.99480,0.37594,0.64208,0.06689,-0.27198,0.11865,1.04,0.26,-0.11,0.16,22.19,0.23,414.71,9.73,1.92,0.48,-0.20,0.30,1.93,0.48,22.27,0.23,0.048980848715073376
,,,2M05352139-0526439,83.839125,-5.445528,,,,nan,,,4386.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.397000,0.026000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.03,0.21,4386.0,7.0,19.74,0.17,0.13,9.635,0.038,2M05352139-0526439,3017360627357038592,4417.48,20.8031,4.34602,0.0800241,26.2609,0.344994,,nan,nan,nan,nan,3017360627357038592,2.3644,0.0408,57.98709,-1.240,0.038,0.561,0.030,12.906979,0.004365,1.7555818557739258,378.0,10.754532,0.28435081243515015,1.418147,683,0.4699999988079071,nan,nan,1.04390,0.03335,0.10073,0.15324,3.87439,0.15987,2.20171,0.37984,10.15146,0.37997,0.98145,0.05900,3.88990,0.16384,0.06302,0.14447,0.92515,0.06103,3.88214,0.17464,0.04367,0.15256,1.19054,0.04345,1.59345,0.65136,0.80752,0.07278,-0.08471,0.12567,-1.24,0.04,0.56,0.03,26.03,0.21,422.94,7.30,-2.29,0.07,1.03,0.06,2.51,0.07,26.15,0.21,0.06144152468438861
,,,2M05352162-0526576,83.840083,-5.449333,,,,nan,,,3061.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.781000,0.018000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.06,1.01,3061.0,9.0,72.25,0.95,0.33,12.089,0.03,2M05352162-0526576,3017360249399919616,3262.04,72.8635,4.58833,0.211402,3.54652,nan,,nan,nan,nan,nan,3017360249399919616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,688,nan,nan,nan,0.14286,0.00879,-1.11786,0.22833,3.60929,0.19939,4.72286,0.58303,12.67261,0.58311,0.13069,0.00688,3.63315,0.19428,-1.18924,0.22124,0.12471,0.00927,3.39305,0.10328,-0.96334,0.13391,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.06,1.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0653433175751218
,,,2M05352166-0525264,83.840250,-5.424000,,,,nan,,,4209.0,12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.504000,0.018000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.74,0.18,4209.0,12.0,12.44,1.36,0.59,10.887,0.034,2M05352166-0525264,3017360726129086976,4217.04,52.3413,4.62468,0.150224,24.9692,0.659766,,nan,nan,nan,nan,3017360726129086848,2.5436,0.0758,33.554516,0.213,0.086,0.130,0.072,15.512085,0.004898,0.909149169921875,310.0,-5.0134807,0.3209453523159027,0.8027115,690,0.44999998807907104,26.200000762939453,3.700000047683716,0.85283,0.04254,-0.04245,0.15434,3.86528,0.15951,2.44604,0.37759,10.39579,0.37771,0.83762,0.06498,3.87119,0.16526,-0.05882,0.14282,0.79172,0.06622,3.86197,0.17767,-0.07538,0.15180,0.95689,0.02839,1.19080,0.48998,0.6958,0.07185,-0.20429,0.1248,0.21,0.09,0.13,0.07,25.74,0.18,393.14,11.72,0.39,0.16,0.24,0.13,0.46,0.15,25.74,0.18,0.0424943401129153
,,,2M05352172-0526443,83.840500,-5.445639,,,,nan,,,3749.1,8.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.470000,0.028000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.49,0.63,3749.12,8.63,16.95,0.86,0.61,11.95,0.045,2M05352172-0526443,3017360627357037568,3785.28,56.2744,4.32224,0.191825,26.0899,0.89223,617,1.05,0.06,1.38,0.03,3017360627357037696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,695,0.27000001072883606,nan,nan,0.49116,0.02807,-0.42238,0.15741,3.79735,0.17025,3.12652,0.40279,11.07627,0.40291,0.51378,0.03179,3.80154,0.17000,-0.40273,0.15210,0.48997,0.04328,3.77897,0.20582,-0.40184,0.17386,0.50663,0.01269,0.46155,0.19478,0.46273,0.04368,-0.52817,0.12811,1.05,0.06,1.38,0.03,26.49,0.63,nan,nan,1.94,0.11,2.54,0.06,3.20,0.08,26.68,0.63,0.06203235395669126
,,,2M05352184-0522082,83.841000,-5.368944,,,,nan,,,4067.7,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.248000,0.018000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.71,0.27,4067.68,11.01,23.87,0.5,0.44,11.652,0.029,2M05352184-0522082,3017365570852327936,4013.79,64.1832,4.35841,0.328075,2.16828,nan,89,0.15,0.29,1.13,0.13,3017365570852327936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,697,nan,nan,nan,0.72890,0.04174,-0.15399,0.15123,3.84578,0.16417,2.64087,0.37458,10.59062,0.37470,0.73475,0.05955,3.85340,0.16543,-0.15735,0.14059,0.69074,0.06021,3.84230,0.18239,-0.17431,0.15390,0.79044,0.01334,0.92295,0.34189,0.62134,0.06906,-0.29811,0.11959,0.15,0.29,1.13,0.13,26.71,0.27,nan,nan,0.28,0.53,2.08,0.24,2.10,0.25,26.79,0.27,0.02991162475905492
,,,2M05352208-0524327,83.842000,-5.409083,,,,nan,,,3258.0,8.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.218000,0.086000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.37,0.2,3257.96,8.18,12.89,0.68,0.71,11.013,0.102,2M05352208-0524327,3017361039673740800,3221.35,124.413,3.20418,0.326421,2.38386,nan,145,1.36,0.47,-1.32,0.33,3017361039673740672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5179,nan,nan,nan,0.22476,0.01097,-0.90057,0.20686,3.68486,0.21696,4.20134,0.54433,12.15109,0.54442,0.21969,0.00740,3.69677,0.20975,-0.91317,0.21172,0.21873,0.00847,3.55095,0.25588,-0.76804,0.27018,0.16633,0.00426,0.09105,0.05868,nan,nan,nan,nan,1.36,0.47,-1.32,0.33,23.37,0.20,nan,nan,2.51,0.87,-2.43,0.61,3.49,0.75,23.63,0.23,0.032125716123251005
,,,2M05352219-0526373,83.842458,-5.443694,,,,nan,,,4246.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.194000,0.018000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.56,0.31,4246.0,7.0,34.67,0.1,0.13,10.493,0.032,2M05352219-0526373,3017360623049874432,4227.87,21.2743,4.25741,0.0762443,29.388,0.600173,,nan,nan,nan,nan,3017360623049874176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,709,0.2800000011920929,nan,nan,0.88774,0.03673,-0.01104,0.15204,3.86877,0.16107,2.39717,0.37393,10.34692,0.37405,0.86681,0.06162,3.87551,0.16459,-0.03308,0.14010,0.81761,0.06264,3.86589,0.17621,-0.05010,0.14880,1.00135,0.02761,1.26236,0.51670,0.71835,0.06896,-0.17937,0.12239,nan,nan,nan,nan,29.56,0.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06098624968976052
,,,2M05352226-0520292,83.842750,-5.341444,,,,nan,,,4526.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.107000,0.019000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.37,0.34,4526.0,6.0,13.41,0.83,0.08,10.262,0.03,2M05352226-0520292,3017365880089975808,4593.95,18.7519,4.44276,0.0494367,23.0774,0.204392,,nan,nan,nan,nan,3017365880089976064,2.5995,0.0169,153.63275,-0.098,0.014,-0.408,0.013,12.648315,0.002925,1.3758316040039062,389.0,3.731426,0.08665457367897034,1.136718,706,1.0800000429153442,22.200000762939453,1.7999999523162842,1.22466,0.02260,0.21479,0.15592,3.88247,0.16000,2.01534,0.38730,9.96509,0.38742,1.11454,0.04719,3.90166,0.16221,0.16107,0.14997,1.05522,0.05198,3.89619,0.17148,0.14131,0.15622,1.43292,0.09236,2.07472,0.69501,0.90642,0.06886,0.01046,0.13174,-0.10,0.01,-0.41,0.01,23.37,0.34,384.69,2.50,-0.18,0.03,-0.75,0.02,0.77,0.02,23.38,0.34,0.05269367658309378
,,,2M05352244-0522010,83.843500,-5.366944,,,,nan,,,4467.6,7.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.054000,0.035000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.86,0.29,4467.55,7.58,19.88,1.08,0.36,10.699,0.048,2M05352244-0522010,3017365575158623232,4495.62,66.1318,4.69245,0.16809,1.01265,nan,558,0.03,0.09,-1.20,0.11,3017365575158623360,2.4115,0.0532,45.310455,0.645,0.049,-0.335,0.042,15.373190,0.007188,1.3749465942382812,401.0,-3.0175939,0.31984612345695496,0.89377046,712,1.1200000047683716,nan,nan,1.14678,0.02950,0.16807,0.15662,3.88000,0.15822,2.09322,0.38759,10.04297,0.38771,1.05657,0.05434,3.89716,0.16308,0.11979,0.14832,0.99812,0.05774,3.89070,0.17295,0.10010,0.15535,1.33056,0.07629,1.87049,0.68468,0.86441,0.07309,-0.02952,0.1286,0.03,0.09,-1.20,0.11,22.86,0.29,414.68,9.15,0.06,0.17,-2.21,0.20,2.21,0.20,22.97,0.29,0.03310451589084109
,,,2M05352246-0525451,83.843583,-5.429194,,,,nan,,,3544.1,12.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.219000,0.066000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.53,0.41,3544.14,12.54,14.72,0.88,0.91,11.906,0.092,2M05352246-0525451,3017360726129090048,3632.34,121.516,4.22627,0.33516,1.80996,nan,652,-2.23,0.31,-1.26,0.45,3017360726129090176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,718,nan,nan,nan,0.36525,0.01774,-0.60908,0.17546,3.75610,0.18278,3.53206,0.46424,11.48181,0.46434,0.38592,0.01746,3.75620,0.17925,-0.57891,0.17593,0.38191,0.03234,3.71911,0.25240,-0.54783,0.21988,0.34370,0.01033,0.24652,0.12155,nan,nan,nan,nan,-2.23,0.31,-1.26,0.45,30.53,0.41,nan,nan,-4.11,0.57,-2.32,0.83,4.72,0.64,30.89,0.42,0.048657788752523905
