HC2000,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,year,month,day,itime,sci_frames,tel_frames,teff,teff_e,vsini,vsini_e,rv,rv_helio,rv_e,airmass,airmass_e,pwv,pwv_e,veiling,veiling_e,veiling_param_O32,veiling_param_O33,veiling_param_O35,lsf,lsf_e,noise,noise_e,model_dip_O32,model_std_O32,model_dip_O33,model_std_O33,model_dip_O35,model_std_O35,wave_offset_O32,wave_offset_O32_e,wave_offset_O33,wave_offset_O33_e,wave_offset_O35,wave_offset_O35_e,snr_O32,snr_O33,snr_O35,Kmag,Kmag_e,Hmag,Hmag_e
435,83.81749999999998,-5.377083333333333,05 35 16.20,-05 22 37.5,21,10,20,600000.0,"[22, 23, 24]","[25, 26, 26]",3241.769873976923,17.42561827155805,29.97482784598511,0.4062868596314839,6.157685820297048,27.52125428940675,0.4406341613824223,1.074974658734037,0.013818352779935705,5.492447336916169,0.09758660548310916,176.11787678889127,216.68739615236456,0.0017393451546088713,0.0014861274351484527,,4.92908347604415,0.07873225610029655,1.5230063020867637,0.017400665561610906,0.38711084230605297,0.1447695705770163,0.6696767324388371,0.15720909508897835,,,0.5810628336877699,0.006331946709095482,0.07282062993715646,0.009745961663113645,,,25.032518796336912,30.643026108750682,,11.046,0.006,11.646,0.004
457,83.81974999999998,-5.37536111111111,05 35 16.74,-05 22 31.3,22,1,18,750000.0,"[24, 25, 26, 27]","[28, 29, 29, 28]",3376.993804869848,14.572169744644953,8.379659235113794,0.6650066170874984,42.70403488128048,27.91652913053189,0.17353840767424344,1.2873551006922974,0.015105026181479575,1.0622638705220928,0.025866033256426224,30165.885332150046,2702.0927790894075,0.2643567762480387,0.22789666673047448,,5.192144791713234,0.08455608218459298,1.3429012120231327,0.0153135035094899,0.32452785603263523,0.0856815173026784,0.46527734281781163,0.09917623199233713,,,0.10731574254444329,0.007189725672614812,0.268656593409942,0.011676341716996774,,,23.0603028485248,25.77909483127361,,11.528,0.008,12.08,0.003
479,83.81795833333331,-5.373333333333333,05 35 16.31,-05 22 24.0,22,1,18,900000.0,"[31, 32, 33, 34]","[28, 29, 29, 28]",3725.222614511002,115.62124072676875,14.335377892112092,1.5148274756649203,45.29046544773686,30.359796151992413,0.6229078924914937,1.024978558771254,0.016319159319096777,1.1410075140572955,0.04032052758365845,235106.4788654854,34410.3152005789,1.5987509247362977,1.3929591141849613,,5.430717850458785,0.137107320913326,1.0345306673697638,0.012864791932576503,0.08266942556012946,0.020634817275050676,0.12478434167043162,0.025454186008182368,,,0.17340814557209766,0.011505572625226473,0.299953797074227,0.021308454032136215,,,13.86048242492595,14.63048390337678,,12.004,0.033,13.282,0.021
490,83.81645833333332,-5.372527777777777,05 35 15.95,-05 22 21.1,22,1,18,300000.0,"[35, 36, 37, 38]","[39, 40, 40, 39]",3824.6395432117306,30.39302674560895,17.703869610041636,0.6528567629616333,40.90267134182623,25.851892893340672,0.2669078471773396,1.0318948445224245,0.01023019973824879,1.0912872765639277,0.018744476780398922,38301.908797821576,3400.6112221595613,0.24441805813955045,0.21322557963114921,,5.8377297162341755,0.07690121000274797,2.076956669244682,0.02540344195481614,1.615874697270761,0.40234298437083377,2.2542541861538474,0.4790675044616066,,,0.3958590408909029,0.00605080126775312,0.5358231638736165,0.011905453790811815,,,52.75753214200835,58.834192015635665,,9.851,0.004,10.949,0.003
478,83.81337499999998,-5.373361111111111,05 35 15.21,-05 22 24.1,22,1,18,420000.0,"[41, 42, 43, 44]","[39, 40, 40, 39]",3810.5377286353023,19.127639714259203,22.699769851281058,0.3263474604758976,46.06415511369316,30.92920105360394,0.24027992925742225,1.0244599275665702,0.009786401562970837,1.0161419978394983,0.019590073710429867,450.5092401161889,482.54082815960714,0.002898825454625023,0.0025286840406489766,,5.809356107949983,0.0647699371578212,1.838009749095899,0.020099187816278397,1.2579889366208747,0.3050133431776652,1.765663360462554,0.3646071527502238,,,0.3090436590631442,0.006048970944702081,0.4126237000686559,0.011567423308749297,,,45.739513805496614,51.97947037111506,,10.34,0.009,10.797,0.004
456,83.81266666666664,-5.375333333333333,05 35 15.04,-05 22 31.2,22,1,18,900000.0,"[45, 46, 47, 49]","[50, 51, 51, 50]",3175.365213320935,16.765764600313787,17.254877723740012,0.3320641568810352,41.03228254924465,25.77314336717746,0.25149601121153964,1.068564469027565,0.015483551433929654,0.9403203644154763,0.02920424592660331,2739.3838779054204,1582.3167880616456,0.028810574448346456,0.024512000374486947,,5.525813764622876,0.09063689676410203,1.2612502845037765,0.014185955408097417,0.255574448944594,0.08840388487463335,0.4158698550744575,0.09830015701586473,,,0.4686822393505661,0.008338822283451147,0.6178376725811078,0.013011872114333689,,,22.902283133094542,26.700760807379243,,11.969,0.037,12.448,0.008
170,83.81987499999998,-5.401194444444445,05 35 16.77,-05 24 04.3,22,1,18,120000.0,"[52, 53, 54, 55]","[50, 51, 51, 50]",3562.9268087222395,28.30721071904736,99.62235192358108,0.3399672614964757,47.27039576893088,31.89839281258636,1.4144161823423786,1.201649389260266,0.00995298590735838,0.9558434002544529,0.017361109247312323,1964.0370211687205,1956.6891818074828,0.014949536668554711,0.01297125767949147,,5.553376585240207,0.07299650268956137,1.3588087845145531,0.014256183072857254,1.1493654514278573,0.31267419287936793,1.7333508587526545,0.4462604002032377,,,0.41658309589637593,0.005558574169484687,0.5176389511837225,0.008134598781710745,,,32.53407214885335,36.464131404454434,,,,9.311,0.003
453,83.81195833333331,-5.375472222222222,05 35 14.87,-05 22 31.7,22,1,19,600000.0,"[26, 27, 28, 29]","[30, 31, 31, 30]",3485.0585271659966,23.38307572814324,10.187294312529609,0.6279401312899129,41.600781338049586,26.224983110521016,0.24251733627455963,1.0303722301260365,0.013158958199343984,1.1203510684500981,0.031237863998838433,56591.20578178739,4278.176782110782,0.45582302963231275,0.39464784970068434,,5.815208410988091,0.12414420094019185,1.0441290052923473,0.011922400073730799,0.25791702759481194,0.060587802335908644,0.35047133149206955,0.07292092186800328,,,0.35237722539776034,0.009101353121958172,0.5143176982552405,0.01687624794640613,,,17.797283520004772,19.016425803686566,,11.1,0.006,11.583,0.005
438,83.80870833333331,-5.376833333333333,05 35 14.09,-05 22 36.6,22,1,19,300000.0,"[32, 33, 34, 35]","[30, 31, 31, 30]",3573.835120814377,31.357632976090144,18.265747015944555,0.5377095844855688,45.28657689929865,29.80932686360548,0.3846339924815432,1.0122619528543737,0.011284872444091376,1.1763493725496692,0.04599754758690244,209.4415410589144,257.95835004492005,0.0015821084690291877,0.0013730321508416406,,5.618421280191755,0.17230163489344408,1.002428460990029,0.0029790562650295893,0.36708835531794015,0.08607602772254026,0.5052930774730684,0.1062620972064889,,,0.2495372923780936,0.015836437146476354,0.3527828457778447,0.023073933539486807,,,11.484914785689913,12.787846880100963,,9.837,0.016,10.243,0.004
530,83.81054166666665,-5.368499999999999,05 35 14.53,-05 22 06.6,22,1,19,900000.0,"[36, 37, 38, 39]","[30, 31, 31, 30]",5742.208997790428,1999.8244188918284,55.49862502717559,28.621705809009395,9.408658538931448,-6.203979315856753,66.18345751066889,1.0206219644914942,0.018827160794140374,0.5326068550303658,0.030120570037582062,1318688.961780798,797430.8107062234,4.769056282875394,4.222799968024447,,19.0970180614948,0.8921243490973687,1.001723766998631,0.001630063685201133,0.049991044104366555,0.03603804539451377,0.030256610383744484,0.030039523389917947,,,-0.7266298028733709,0.29064721437556257,0.535851512686683,0.2698817915959749,,,3.014767602414343,2.968971587655651,,11.895,0.007,12.233,0.003
287,83.81583333333333,-5.390722222222223,05 35 15.80,-05 23 26.6,22,1,19,300000.0,"[42, 43, 44, 45]","[30, 31, 31, 30]",3417.190205865413,48.59278393640716,14.38172488043657,1.2293183712131652,42.999893187206794,27.26854879326685,0.5783473690846392,1.1466888655912364,0.01619722196212736,1.1739435684581112,0.03293781040127919,231075.26549087052,21661.541148636024,1.9599095234181718,1.6931771931361437,,5.674174944995938,0.12229020785720524,1.1566522209003551,0.01337523805518892,0.22690707101861385,0.06474637153930077,0.37361493581204597,0.07755616802952978,,,0.337151628620625,0.009090373320418427,0.42761881676113,0.016674959971215486,,,18.925428128403166,19.685252617131013,,9.817,0.004,10.847,0.009
171,83.81824999999999,-5.400944444444445,05 35 16.38,-05 24 03.4,22,1,19,120000.0,"[46, 47, 48, 49]","[30, 31, 31, 30]",3622.95795446692,23.69299309106782,53.23946180928274,0.9268286120908868,46.85201912651872,31.078414333849498,0.657433725701086,1.2524596944668835,0.011940605926673675,1.2117886422429645,0.020332957917815753,1201.942306569475,1349.8576756591265,0.008769909640724721,0.007619340587006895,,5.5772472694227835,0.07753112808186646,1.4328680417314617,0.015979739757817968,1.6559281714732252,0.3755037242444342,2.0683297895682493,0.4542083384799633,,,0.30703435500902204,0.006178510359302364,0.4586568989840674,0.010666557675034993,,,33.502565864152956,35.19325130877848,,,,9.159,0.003
238,83.79883333333332,-5.394583333333334,05 35 11.72,-05 23 40.5,22,1,20,600000.0,"[23, 25, 27, 26]","[28, 29, 29, 28]",3058.1110712844174,143.5035929959929,25.728830576859455,1.1656640030607033,41.86385974257821,26.31961423331763,0.4352262071534909,1.2474679330751521,0.0180993189346087,2.204719006578416,0.05792461725103881,199.56523087210397,260.0246220862051,0.002354941568971546,0.001988753805800552,,5.527399222259464,0.09527037377407055,1.2173945740655299,0.01362829500078333,0.22864235308374492,0.09226553850490166,0.39150270083135763,0.09883168398891296,,,-0.027154883212233985,0.008894518442034063,-0.2418543267591047,0.015190515571503624,,,16.753586437382044,20.481754615462286,,11.358,0.004,11.703,0.002
266,83.80637499999999,-5.391916666666667,05 35 13.53,-05 23 30.9,22,1,20,600000.0,"[30, 31, 33, 32]","[28, 29, 29, 28]",3450.1611498590464,14.643883158742938,2.4269742599719155,1.293146861428653,40.813405223564935,25.12268326045825,0.15359629555484489,1.0414872568312137,0.017067523356345093,2.5710609146583567,0.06798952792078183,97.10217662280225,101.8573228028253,0.0008030681272862324,0.0006945157127190797,,5.129023746828926,0.09398907103246401,1.6035390564798608,0.01730676556092081,0.5900001648996991,0.1570761496601327,0.8222348009074221,0.18296383590405815,,,0.07041344031262099,0.00933240582108917,-0.030861586888024557,0.012901764267840905,,,21.584815430271327,26.348675200076038,,11.221,0.005,11.536,0.006
247,83.80854166666664,-5.3940277777777785,05 35 14.05,-05 23 38.5,22,1,20,300000.0,"[34, 35, 36, 37]","[49, 50, 50, 49]",3807.930260090643,17.751912857680054,55.601843956794305,0.7664359804187484,42.607796675848554,26.79059885086425,0.703796595514234,1.0059007258279806,0.005438146982037706,2.6115118657564977,0.034622429550018374,153.87981304227236,180.67143768955697,0.0009916956540315838,0.0008650259889731423,,5.168237372769606,0.06888510746664167,2.078155155673716,0.02529125111850461,1.6142811337326375,0.42045733051954004,2.2629220079261296,0.5372227616500562,,,-0.09363429807429009,0.005475544884478684,0.03622077945897496,0.009788947578089097,,,47.07776549952514,53.812262889719364,,9.732,0.003,9.93,0.003
172,83.8150833333333,-5.400861111111111,05 35 15.62,-05 24 03.1,22,1,20,300000.0,"[40, 41, 42, 43]","[49, 50, 50, 49]",3904.4290113295865,36.0235392987513,24.67159092792328,0.4118054938382745,39.308133881693394,23.41915887158963,0.30338100636652854,1.0283371027659514,0.01036786617368668,2.8414269023265506,0.045699183444095626,34147.09350904711,3468.0842111842812,0.20817145149723076,0.1817254095993037,,5.661942854160841,0.08353813991239534,2.1271228572445944,0.024856001347023815,1.4518077145446044,0.345273325222453,2.0520359430717603,0.4262059020692624,,,-0.09753213759849427,0.0050637513554395094,-0.010115123731218464,0.010967226966612868,,,50.22333327121751,55.81539689302142,,9.793,0.003,10.111,0.003
165,83.81908333333332,-5.401694444444445,05 35 16.58,-05 24 06.1,22,1,20,450000.0,"[44, 45, 46, 47]","[49, 50, 50, 49]",3241.242052609571,14.01793795208755,21.226650870209927,0.46506413341681707,38.7719514971234,22.815431120125773,0.2784058689564546,1.0180371425829329,0.011169200305102378,2.9736999146466685,0.05725942113687954,59.03053795515111,79.31296634856557,0.0005832832447235515,0.0004983445706825091,,5.561915044030702,0.11209969690957511,1.8122195193330912,0.021082037719718838,0.6666665598872528,0.23312329104164842,1.0631505596711834,0.2553896699277288,,,-0.008574796470166091,0.007533161918944813,0.10204456332929618,0.013562601956101102,,,33.083434664601526,39.824722096319405,,10.646,0.006,11.042,0.006
177,83.82533333333332,-5.400333333333334,05 35 18.08,-05 24 01.2,22,1,20,420000.0,"[51, 52, 53, 55]","[28, 29, 29, 28]",3347.4482443400366,12.633475687453029,7.513653624553386,0.37283353375169703,40.079475577124896,24.01771105180331,0.1691124048476027,1.0840936357141988,0.014873854040780232,2.8700507168303084,0.06434733710321483,117.28848973570321,141.0364645723821,0.001053893297471999,0.0009073614408154418,,5.600488490420697,0.08471223536986905,1.640669471946527,0.019287964865740914,0.7498109687227681,0.20389296801738677,1.0751300003105335,0.23766531214173536,,,0.18381277765229864,0.007997074191799597,-0.03134719291473498,0.012031642595099128,,,26.108663762303664,31.66936542418072,,10.326,0.005,11.001,0.005
163,83.82699999999998,-5.401944444444445,05 35 18.48,-05 24 07.0,22,1,20,420000.0,"[56, 57, 58]","[28, 29, 29]",3515.7776361311494,28.810492545859006,31.78258477708794,1.1130243422877761,44.45612159154753,28.342854531905193,0.5813801249480939,1.203705171113709,0.014121351262092574,3.1534702726640753,0.05707189808458324,84513.6678425021,7223.656961396744,0.6652863942267152,0.5766883277660293,,5.061176670315348,0.08145694421798133,1.5295254606541113,0.01807243332924091,0.42410078402663176,0.12594582185109354,0.6862634584446861,0.17800727246559256,,,0.14922774082054327,0.005789686200146499,-0.05312908649964596,0.010208112375805434,,,29.528153288707024,33.121324316131,,10.478,0.003,10.967,0.002
